Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-639495551.586151,Medicago lupulina,MEDLUP,Fabales,Fabaceae,Medicago,lupulina,,L.,Wagner et al. 2012,"Lorence et al., 1995",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,Herb,Non-Native,black medick,nat,
20100315154438-639903903.007507,Aristea gerrardii,ARIGER,Liliales,Iridaceae,Aristea,gerrardii,,Weim.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1999; Staples et al., 2003",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,,Non-Native,,nat,
20100315154438-640923082.828522,Diospyros samoensis,DIOSAM,Ebenales,Ebenaceae,Diospyros,samoensis,,A. Gray,Whistler 2004,,Perennial,,,,NPSA,Tree,Native,‘au‘auli,ind,
20100315154438-641124308.109283,Adenophorus hymenophylloides,ADEHYM,Polypodiales,Polypodiaceae,Adenophorus,hymenophylloides,,(Kaulf.) Hook. & Grev.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,pai,end,
20100315154438-641124308.109283,Adenophorus hymenophylloides,ADEHYM,Polypodiales,Polypodiaceae,Adenophorus,hymenophylloides,,(Kaulf.) Hook. & Grev.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,pa‘i,end,
20100315154438-641124308.109283,Adenophorus hymenophylloides,ADEHYM,Polypodiales,Polypodiaceae,Adenophorus,hymenophylloides,,(Kaulf.) Hook. & Grev.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern,Native,pai,end,
20100315154438-641313374.042511,Nesoluma polynesicum,NESPOL,Ebenales,Sapotaceae,Nesoluma,polynesicum,,,,,Perennial,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,KALA,,Native,,,
20100315154438-641609430.31311,Coprosma rhynchocarpa,COPRHY,Rubiales,Rubiaceae,Coprosma,rhynchocarpa,,A. Gray,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Tree,Native,pilo,end,
20100315154438-641852378.845215,Ananas comosus,ANACOM,Bromeliales,Bromeliaceae,Ananas,comosus,,,,,Perennial,,,,HALE,,Non-Native,,,
20100315154438-641852378.845215,Ananas comosus,ANACOM,Bromeliales,Bromeliaceae,Ananas,comosus,,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-641852378.845215,Ananas comosus,ANACOM,Bromeliales,Bromeliaceae,Ananas,comosus,,,,,Perennial,,,,KAHO,,Non-Native,,,
20100315154438-641852378.845215,Ananas comosus,ANACOM,Bromeliales,Bromeliaceae,Ananas,comosus,,,,,Perennial,,,,NPSA,,Non-Native,,,
20100315154438-641852378.845215,Ananas comosus,ANACOM,Bromeliales,Bromeliaceae,Ananas,comosus,,,,,Perennial,,,,PUHE,,Non-Native,,,
20100315154438-641852378.845215,Ananas comosus,ANACOM,Bromeliales,Bromeliaceae,Ananas,comosus,,,,,Perennial,,,,PUHO,,Non-Native,,,
20100315154438-641852378.845215,Ananas comosus,ANACOM,Bromeliales,Bromeliaceae,Ananas,comosus,,,,,Perennial,,,,WAPA,,Non-Native,,,
20100315154438-642148971.557617,Swietenia macrophylla,SWIMAC,Sapindales,Meliaceae,Swietenia,macrophylla,,King,Wagner et al. 2012,"Meidell et al., 1998",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,AMME,Tree,Non-Native,broad-leaved mahogany,,
20100315154438-642148971.557617,Swietenia macrophylla,SWIMAC,Sapindales,Meliaceae,Swietenia,macrophylla,,King,Wagner et al. 2012,"Meidell et al., 1998",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,WAPA,Tree,Non-Native,broad-leaved mahogany,,
20100315154438-642223894.5961,Senecio sylvaticus,SENSYL,Asterales,Asteraceae,Senecio,sylvaticus,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,wood groundsel,nat,
20100315154438-642223894.5961,Senecio sylvaticus,SENSYL,Asterales,Asteraceae,Senecio,sylvaticus,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,wood groundsel,nat,
20100315154438-643046796.321869,Dioscorea spp.,DIOSP.,Liliales,Dioscoreaceae,Dioscorea,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HALE,,Non-Native,,,
20100315154438-643064856.529236,Lycopodium phlegmaria,LYCPHL,Lycopodiales,Lycopodiaceae,Lycopodium,phlegmaria,,,,,Perennial,,,,NPSA,,Native,,,
20100315154438-643168151.378632,Cedrus deodara,CEDDEO,Pinales,Pinaceae,Cedrus,deodara,,,,,Perennial,,,,HALE,,Non-Native,,,
20100315154438-643524944.782257,Cynometra ramiflora,CYNRAM,Fabales,Fabaceae,Cynometra,ramiflora,,L.,Raulerson & Rinehart,,Perennial,,,,AMME,Tree,Native,gulos,,
20100315154438-643524944.782257,Cynometra ramiflora,CYNRAM,Fabales,Fabaceae,Cynometra,ramiflora,,L.,Raulerson & Rinehart,,Perennial,,,,WAPA,Tree,Native,gulos,,
20100315154438-644342482.089996,Zephyranthes rosea,ZEPROS,Liliales,Amaryllidaceae,Zephyranthes,rosea,,,,,Perennial,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,HAVO,,Non-Native,,,
20100315154438-644342482.089996,Zephyranthes rosea,ZEPROS,Liliales,Amaryllidaceae,Zephyranthes,rosea,,,,,Perennial,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,NPSA,,Non-Native,,,
20100315154438-64491152.7633667,Pyrus kawakami,PYRKAW,Rosales,Rosaceae,Pyrus,kawakami,,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-645133078.098297,Elaphoglossum paleaceum,ELAPAL,Polypodiales,Dryopteridaceae,Elaphoglossum,paleaceum,,(Hook. & Grev.),Wagner et al. 2012,"Oppenheimer, 2010",Perennial,2013-12-12T15:47:45Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",HALE,Fern,Native,māku‘e,ind,
20100315154438-645133078.098297,Elaphoglossum paleaceum,ELAPAL,Polypodiales,Dryopteridaceae,Elaphoglossum,paleaceum,,(Hook. & Grev.),Wagner et al. 2012,"Oppenheimer, 2010",Perennial,2013-12-12T15:47:45Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",HAVO,Fern,Native,māku‘e,ind,
20100315154438-645133078.098297,Elaphoglossum paleaceum,ELAPAL,Polypodiales,Dryopteridaceae,Elaphoglossum,paleaceum,,(Hook. & Grev.),Wagner et al. 2012,"Oppenheimer, 2010",Perennial,2013-12-12T15:47:45Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",KALA,Fern,Native,māku‘e,ind,
20100315154438-645570933.818817,Ctenopteris seemannii,CTESEE,Polypodiales,Grammitidaceae,Ctenopteris,seemannii,,,,,,,,,NPSA,,Native,,,
20100315154438-645951330.661774,Banksia integrifolia,BANINT,Proteales,Proteaceae,Banksia,integrifolia,,L.f.,Wagner et al. 2012,"Starr et al., 2006",Perennial,2013-12-12T15:47:45Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",HAVO,,Non-Native,,nat,
20100315154438-646261692.047119,Epilobium billardierianum ssp. cinereum,EPIBIL,Myrtales,Onagraceae,Epilobium,billardierianum,ssp. cinereum,Ser.; (A. Rich.) P. H. Raven & Engelhorn,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wagner & Herbst 1995,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,aboriginal willowherb,nat,
20100315154438-646261692.047119,Epilobium billardierianum ssp. cinereum,EPIBIL,Myrtales,Onagraceae,Epilobium,billardierianum,ssp. cinereum,Ser.; (A. Rich.) P. H. Raven & Engelhorn,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wagner & Herbst 1995,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,aboriginal willowherb,nat,
20100315154438-646525382.995605,Justicia betonica,JUSBET,Scrophulariales,Acanthaceae,Justicia,betonica,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-646587133.407593,Dioscorea esculenta var. esculenta,DIOESC1,Liliales,Dioscoreaceae,Dioscorea,esculenta,var. esculenta,,,,Perennial,,,,WAPA,,Non-Native,,,
20100315154438-647140026.092529,Bothriochloa pertusa,BOTPER,Cyperales,Poaceae,Bothriochloa,pertusa,,(L.) A. Camus,Wagner et al. 2012,"Starr & Martz, 2000",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Grass,Non-Native,pitted beardgrass,nat,
20100315154438-647140026.092529,Bothriochloa pertusa,BOTPER,Cyperales,Poaceae,Bothriochloa,pertusa,,(L.) A. Camus,Wagner et al. 2012,"Starr & Martz, 2000",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Grass,Non-Native,pitted beardgrass,nat,
20100315154438-647140026.092529,Bothriochloa pertusa,BOTPER,Cyperales,Poaceae,Bothriochloa,pertusa,,(L.) A. Camus,Wagner et al. 2012,"Starr & Martz, 2000",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Grass,Non-Native,pitted beardgrass,nat,
20100315154438-647697865.962982,Luculia gratissima,LUCGRA,Rubiales,Rubiaceae,Luculia,gratissima,,,,,,,,,HAVO,,Non-Native,,,
20100315154438-64777612.6861572,Pisonia brunoniana,PISBRU,Caryophyllales,Nyctaginaceae,Pisonia,brunoniana,,Endl.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Tree,Native,pāpala kēpau,ind,
20100315154438-64777612.6861572,Pisonia brunoniana,PISBRU,Caryophyllales,Nyctaginaceae,Pisonia,brunoniana,,Endl.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Tree,Native,pāpala kēpau,ind,
20100315154438-64777612.6861572,Pisonia brunoniana,PISBRU,Caryophyllales,Nyctaginaceae,Pisonia,brunoniana,,Endl.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Tree,Native,pāpala kēpau,ind,
20100315154438-647795319.55719,Dendrobium biflorum,DENBIF,Orchidales,Orchidaceae,Dendrobium,biflorum,,(G. Forst.) SW.,Cribb & Whistler 1996,,Perennial,,,,NPSA,Herb,Native,Dendrobium biflorum,ind,
20100315154438-647821187.973022,Lotus spp.,LOTSP.,Fabales,Fabaceae,Lotus,spp.,,,,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HAVO,Herb,Non-Native,Lotus spp.,nat,
20100315154438-648922264.575958,Kalanchoe pinnata,KALPIN,Rosales,Crassulaceae,Kalanchoe,pinnata,,(Lam.) Pers.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples et al. 2002,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Herb,Non-Native,air plant,nat,
20100315154438-648922264.575958,Kalanchoe pinnata,KALPIN,Rosales,Crassulaceae,Kalanchoe,pinnata,,(Lam.) Pers.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples et al. 2002,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,Herb,Non-Native,air plant,nat,
20100315154438-648922264.575958,Kalanchoe pinnata,KALPIN,Rosales,Crassulaceae,Kalanchoe,pinnata,,(Lam.) Pers.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples et al. 2002,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KAHO,Herb,Non-Native,air plant,nat,
20100315154438-648922264.575958,Kalanchoe pinnata,KALPIN,Rosales,Crassulaceae,Kalanchoe,pinnata,,(Lam.) Pers.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples et al. 2002,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Herb,Non-Native,air plant,nat,
20100315154438-648922264.575958,Kalanchoe pinnata,KALPIN,Rosales,Crassulaceae,Kalanchoe,pinnata,,(Lam.) Pers.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples et al. 2002,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",PUHO,Herb,Non-Native,air plant,nat,
20100315154438-649151384.830475,Polypogon monspeliensis,POLMON,Cyperales,Poaceae,Polypogon,monspeliensis,,(L.) Desf.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Annual,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-649291574.954987,Castilla elastica,CASELA,Urticales,Moraceae,Castilla,elastica,,,,,Perennial,,,,NPSA,,Non-Native,,,
20100315154438-649908781.051636,Jasminum multiflorum,JASMUL,Scrophulariales,Oleaceae,Jasminum,multiflorum,,(Burm.f.) Andrews,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Parker & Parsons 2012,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-649908781.051636,Jasminum multiflorum,JASMUL,Scrophulariales,Oleaceae,Jasminum,multiflorum,,(Burm.f.) Andrews,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Parker & Parsons 2012,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,,Non-Native,,,
20100315154438-650017857.551575,Acrostichum aureum,ACRAUR,Polypodiales,Pteridaceae,Acrostichum,aureum,,L.,Whistler 1994,,Perennial,,,,AMME,Fern,Native,langayao,,
20100315154438-650017857.551575,Acrostichum aureum,ACRAUR,Polypodiales,Pteridaceae,Acrostichum,aureum,,L.,Whistler 1994,,Perennial,,,,NPSA,Fern,Native,sa‘ato,ind,
20100315154438-650017857.551575,Acrostichum aureum,ACRAUR,Polypodiales,Pteridaceae,Acrostichum,aureum,,L.,Whistler 1994,,Perennial,,,,WAPA,Fern,Native,langayao,,
20100315154438-65010607.2425842,Arundina graminifolia,ARUGRA,Orchidales,Orchidaceae,Arundina,graminifolia,,(D. Don) Hochr.,Wagner et al. 2012,"Oppenheimer & Bartlett, 2000",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,bamboo orchid,nat,
20100315154438-65010607.2425842,Arundina graminifolia,ARUGRA,Orchidales,Orchidaceae,Arundina,graminifolia,,(D. Don) Hochr.,Wagner et al. 2012,"Oppenheimer & Bartlett, 2000",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,bamboo orchid,nat,
20100315154438-65010607.2425842,Arundina graminifolia,ARUGRA,Orchidales,Orchidaceae,Arundina,graminifolia,,(D. Don) Hochr.,Wagner et al. 2012,"Oppenheimer & Bartlett, 2000",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Herb,Non-Native,bamboo orchid,,
20100315154438-650928318.500519,Psilotum complanatum,PSICOM1,Psilotales,Psilotaceae,Psilotum,complanatum,,Sw.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern ally,Native,moa,ind,
20100315154438-650928318.500519,Psilotum complanatum,PSICOM1,Psilotales,Psilotaceae,Psilotum,complanatum,,Sw.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern ally,Native,moa,ind,
20100315154438-650928318.500519,Psilotum complanatum,PSICOM1,Psilotales,Psilotaceae,Psilotum,complanatum,,Sw.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern ally,Native,moa,ind,
20100315154438-650928318.500519,Psilotum complanatum,PSICOM1,Psilotales,Psilotaceae,Psilotum,complanatum,,Sw.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Fern ally,Native,,,
20100315154438-650965809.822083,Grammitis hookeri,GRAHOO,Polypodiales,Polypodiaceae,Grammitis,hookeri,,(Brack.) Copel.,Wagner et al. 2012,,Perennial,,,,HALE,Fern,Native,māku‘e lau li‘i,ind,
20100315154438-650965809.822083,Grammitis hookeri,GRAHOO,Polypodiales,Polypodiaceae,Grammitis,hookeri,,(Brack.) Copel.,Wagner et al. 2012,,Perennial,,,,HAVO,Fern,Native,māku‘e lau li‘i,ind,
20100315154438-650965809.822083,Grammitis hookeri,GRAHOO,Polypodiales,Polypodiaceae,Grammitis,hookeri,,(Brack.) Copel.,Wagner et al. 2012,,Perennial,,,,KALA,Fern,Native,māku‘e lau li‘i,ind,
